user,from wS/stS (S),from wOS/stS (S),Total (S),Distribution %,Compensation (S),,,
0xd4c82391adf6fb1e663e9f09c22693d076030cee,338,0,338,0.00%,72.58,,,
0xdeb69ce3e46549dd41d33affb18a8943e82f023e,337,0,337,0.00%,72.43,,,
0xcd9869d32d6c405a704fb0e9714c239f8f80c0c6,336,0,336,0.00%,72.23,,,
0xda08b1f942519a158fec28996131b85208df054d,333,0,333,0.00%,71.54,,,
0x81e0da7e1166c1aecef6ee447bd60e97c324b962,332,0,332,0.00%,71.25,,,
0x673317d45f25b0831e7a68e3f7e4c0dd2c618890,328,0,328,0.00%,70.41,,,
0x6c2ed189fc019515e6c0a26d21fc62a1eaae44c3,327,0,327,0.00%,70.28,,,
0x513bb2a1d6fd2009a708be45759eda01dc607f12,325,0,325,0.00%,69.83,,,
0x6ac5e8276445ae02a434d4f2477d11579ac09963,322,0,322,0.00%,69.18,,,
0x1245815ce0609403047b54b1948f037331119132,320,0,320,0.00%,68.82,,,
0x4153cdb4f94b69cef4b47d98f566f681b76ebe99,318,0,318,0.00%,68.33,,,
0xdc1ece59dd453399cd84848f7505ca2622f5b3b3,317,0,317,0.00%,68.04,,,
0x71408d2538e548c92781b0949efcb66f413dda09,316,0,316,0.00%,67.89,,,
0xf132ea4610d4f278d611e1a177aca5280f89fb99,316,0,316,0.00%,67.82,,,
0xb5006cf67dc8883037617657032a93b4cf238fa2,315,0,315,0.00%,67.59,,,
0xaac9c419bc65b7077fda6c17639fcfb919cf6125,314,0,314,0.00%,67.51,,,
0xba3ee5e1ef6ff94e408d218e04be1b739b46d178,314,0,314,0.00%,67.49,,,
0xfe36dbab33e154d8fc2957ee6e43088f7999eea3,313,0,313,0.00%,67.32,,,
0xec97f1c07b29e21cece5581fc3354c3feac7db7b,311,0,311,0.00%,66.74,,,
0x450cfa4da9a67d4d5042f296a5bbabbcf39a890c,310,0,310,0.00%,66.67,,,
0xe729e82c62ba98ee226dbf680803cfb4189dbe30,310,0,310,0.00%,66.55,,,
0x432c2ae9ee0992f8e0d7bccdcae13ab0bc514293,309,0,309,0.00%,66.33,,,
0x9c1e062720f5ef26bd7814b6f67c9dca61321fc9,307,0,307,0.00%,66.00,,,
0xe280a8388bf39bb3fde044e5c999c97d4725cd05,307,0,307,0.00%,66.00,,,
0x97c8b91ede5085c196be9c5de2d72c46cc2ed27d,306,0,306,0.00%,65.74,,,
0x784fabd12dde6bd5c56bf1e76dbb6582163c887d,0,305,305,0.00%,65.49,,,
0xb9c2e210385cfa7cd710d1c833c42b5273f58117,304,0,304,0.00%,65.37,,,
0x70bdbf847eab1596409f64f8716298d3eb4455d6,303,0,303,0.00%,65.10,,,
0x14bf68719667e02c66cf6dc7e3e62acb6e65c02e,302,0,302,0.00%,64.94,,,
0x5dc57de5b81fe3a740d1fa8057501087dc74cb3c,302,0,302,0.00%,64.84,,,
0x16bf0bb15727cf36801c954aab08c7ab649e3003,302,0,302,0.00%,64.80,,,
0x7775ce05e49f36d064929b16a5588bbae7fbbe99,300,0,300,0.00%,64.38,,,
0x41d96cde876e0fb897b507633eeb83ae15f1ac92,298,0,298,0.00%,64.09,,,
0x536f7c892dd51c14853a9fc42a6b7694f734605d,298,0,298,0.00%,64.03,,,
0xa7ff7a3943e30a16b9270d9647352c1b2b786f07,297,0,297,0.00%,63.80,,,
0x859b85c0f92b65757bb703e1a701c40a50b802bd,295,0,295,0.00%,63.32,,,
0x8305258b2ddb72bd2562c87f716572ead89965c9,294,0,294,0.00%,63.22,,,
0x7e9d2fa27745a7a61b5b433d6e413496b2da9ee2,292,0,292,0.00%,62.66,,,
0xf0401ecd21d8660be1c98d0f49a6a0615d4f24b0,289,0,289,0.00%,62.09,,,
0x1b0a9fc38bc94b34f510ad93eb341a0ac021da93,289,0,289,0.00%,62.06,,,
0xe1dd184794e6178e6210275c389f5f9a0a593bb0,288,0,288,0.00%,61.94,,,
0x89926b9f9318eac41b74b831a88bbc9c7bb3c6e6,285,0,285,0.00%,61.33,,,
0xf1d4fae32b8b75a857b58bc28ae37f9afb648ac6,284,0,284,0.00%,61.02,,,
0xcaf187c45e18c0dad3aaa98603d96bfe605c3ac7,281,0,281,0.00%,60.40,,,
0x72a612aa34c60a63336788d5997b7ee2d0c86325,280,0,280,0.00%,60.23,,,
0x0e85fda9d0071c669ac392014dca87c1e7a29e4f,278,0,278,0.00%,59.74,,,
0x9ae794673c288772aabb094e2a9ea35f82b997ef,278,0,278,0.00%,59.66,,,
0x2d61042e5ccca534e29ea58b79ad02415442f699,274,0,274,0.00%,58.83,,,
0x094e59706d52e2f95a57e7d399871522a4037923,273,0,273,0.00%,58.71,,,
0xb26f04a5e8b923221299a2c637861835b8011d8a,273,0,273,0.00%,58.68,,,
0x81467777558e7e3015a8c9493d1da97a0a062eec,270,0,270,0.00%,58.05,,,
0xd5417e22f8d0ec913008acb9fad6f6a866c0ad29,270,0,270,0.00%,58.00,,,
0xf2a7594190d0a719f43bb79f90a45414282e0261,268,0,268,0.00%,57.65,,,
0xba50c66c30b06ef0cb308a62f80ebc86b0634f46,268,0,268,0.00%,57.53,,,
0x141b3b65934ce243e1268699d75e44ef740c7cf8,267,0,267,0.00%,57.43,,,
0xfb92b59a9e6db38f91a354410990ed5f64d21f29,265,0,265,0.00%,56.83,,,
0xd12bccc110623fc96ab079864a7cc762a073df4c,263,0,263,0.00%,56.48,,,
0x9881b5b4f648fe81a4ade900e6f45d7e609389f6,261,0,261,0.00%,56.13,,,
0x06287d60499974e52106960d4366b2f6e16587b0,258,0,258,0.00%,55.54,,,
0x1b9eb196038308c09782c15e8b4789752b34db35,258,0,258,0.00%,55.41,,,
0xe52b6ee9cba79d9769ca0f18503d6bc167bc56df,257,0,257,0.00%,55.26,,,
0x07e23af3cd36759b40f01dc5ff25aa289aaa389c,257,0,257,0.00%,55.17,,,
0x632de0e68779cec7e2dc3a336f89da0618a03fdc,256,0,256,0.00%,55.09,,,
0x02e99576699f8d124eaa10151bdd7de25a1b8b74,254,0,254,0.00%,54.67,,,
0x169fa6b62c6316b2c40d1729c0521f3ec22c74ec,254,0,254,0.00%,54.64,,,
0x21c9aba2392dd5e15ce74bf9c8685ac4907b5fab,252,0,252,0.00%,54.09,,,
0xfd30dd81bc86c31303b8d4323db22465f2fa9dec,249,0,249,0.00%,53.61,,,
0x5be66f4095f89bd18abe4ae9d2acd5021ec433bc,249,0,249,0.00%,53.52,,,
0xeb3885780e0ca097e46b516533948e6980a5741a,247,0,247,0.00%,53.08,,,
0x5dacbe6452c6bbbc9dae79600f4c2b427af463f9,247,0,247,0.00%,53.02,,,
0xa50b528579e79990cb37f38a2449763c62c3e30d,246,0,246,0.00%,52.96,,,
0x00a2b91e018094ce830a3ccbaa0b3decb4b76fc9,246,0,246,0.00%,52.86,,,
0x3893253505f608f7f64c083513c5a50bf0da17c1,245,0,245,0.00%,52.60,,,
0x75885d51d6b17db018948a4730de38a0b9375631,245,0,245,0.00%,52.55,,,
0xad03412cc1bd1a3f506ed17346fdbedaef81b689,238,0,238,0.00%,51.22,,,
0x8577ad1fcb5defce401d0d6fd20177cbc50aeba3,238,0,238,0.00%,51.18,,,
0xe08a7d92ef88c8d0c87b8724943ce8c2d2b05261,238,0,238,0.00%,51.05,,,
0xf099a04dbfb45309306b5fb15e6076002e3a13ef,237,0,237,0.00%,51.00,,,
0x33f9d0e63fc5a48bfe35cabd3d1a2209de469087,237,0,237,0.00%,50.95,,,
0xf9a5807e32a2c887259d365bff56f070a1d1083f,231,0,231,0.00%,49.63,,,
0x294ad3bfda6832e83f51bda2a12a0e925d3dfbc7,227,0,227,0.00%,48.70,,,
0x744ead425b061e72624999c510e1811d7b3de90c,226,0,226,0.00%,48.63,,,
0x5876df509927c5fd44db179768daf99ecdeab622,226,0,226,0.00%,48.61,,,
0xe20acef276a485b5f687f444273fd6dce6bfe188,226,0,226,0.00%,48.46,,,
0x863b0b8c1778eb7d2ff80f68487c984a90c7d358,224,0,224,0.00%,48.21,,,
0xdb4762f6afb8b5dea2570dbf3254c36fbd43d96a,224,0,224,0.00%,48.14,,,
0x51d294ece5c919ed83af7c1df09a1db4eff4e1cc,223,0,223,0.00%,47.99,,,
0x92d010aad4fd7eed3f8f1b61701aed63c5d94b9c,218,0,218,0.00%,46.89,,,
0x0bf055344f67f50af0615e2ab7824282d850d8ac,217,0,217,0.00%,46.73,,,
0xb0f0fcae147d0839f6a7a1503c77a4340a7f924e,217,0,217,0.00%,46.63,,,
0x42fd232ac14b81591aac5d0cb8bf58d69e655432,216,0,216,0.00%,46.39,,,
0xe9500ffc50ee8528e983ae83e2cd4d5b3d678fa3,216,0,216,0.00%,46.38,,,
0x1dcdc58b6ee3a9751cd19eeef4c2637cb86f55e1,215,0,215,0.00%,46.22,,,
0xd18919f90509efbcd9df9619651121c614ed5690,214,0,214,0.00%,45.96,,,
0x7928a66320e3799a935a877a70eb8567b7c17a75,211,0,211,0.00%,45.23,,,
0x4cf06297a4e7eaf506bd5fa37c32c63100e42e28,210,0,210,0.00%,45.14,,,
0x733034d9bf322ad7eb1789d7c0de1eedd5892bf6,209,0,209,0.00%,44.94,,,
0x5498f0a139f932db84554867c9b19b7654746ac0,208,0,208,0.00%,44.79,,,
0x4b7748fbd20ae7ac45cafd1cafb9401d9d416a54,208,0,208,0.00%,44.76,,,
0xf667f3021d83b21c393b8fa3bd5f202c2a973872,208,0,208,0.00%,44.59,,,
0x0fdfd8dd8f32390de94fd8500b662de69cd9ae73,207,0,207,0.00%,44.47,,,
0x9c4bdb1644df612d37cdd57b89b645bc362e3457,207,0,207,0.00%,44.41,,,
0x6f4cacfffb8dcccb86890831f0821e0c927eff13,207,0,207,0.00%,44.38,,,
0xb0e3f1c86bcb05fef30b5082da5e50e041dc154a,206,0,206,0.00%,44.28,,,
0x69772ca18adc4c0e71d38a0be3dead36818f4ecb,206,0,206,0.00%,44.25,,,
0x1651999b9bb0bed5305693b06785067d9592c864,206,0,206,0.00%,44.25,,,
0x953970c549bb15806bd77b7b8a03ee8b6a1dd0dc,206,0,206,0.00%,44.24,,,
0xf9c2a5b0e2e7b3c3c3063feb6fde0dadd4782d1d,206,0,206,0.00%,44.20,,,
0xd1c8b7e63b4fe57bee21f08b97724d1dc6102760,206,0,206,0.00%,44.20,,,
0x0ff2b75ceaa7ee205d212a052c6d6f42b17c0ae7,206,0,206,0.00%,44.20,,,
0xbe398bb77318b58612ef5cb920dbbc2350bf3230,206,0,206,0.00%,44.17,,,
0x2bbced62db6d2efd488c02bd441869c85bf5b00b,205,0,205,0.00%,44.07,,,
0x215a0aefe70bf9ebbd034244eb3634bf9913c131,205,0,205,0.00%,44.07,,,
0x6c1144f20893d3b36079030a95ba0a7c7a247ebb,205,0,205,0.00%,44.02,,,
0xbb6e20b1b8b38ab5ed906d307d09e4b201a01577,205,0,205,0.00%,43.94,,,
0xa295c70eee6dc4df4a01dddfded68675d8874a6b,204,0,204,0.00%,43.88,,,
0xd7123df9b92f7dc8542fb8231d29ee052a8807d9,204,0,204,0.00%,43.85,,,
0x5f45eb5a0664b84b0bc60d3dc2f0af01bbf3b967,204,0,204,0.00%,43.76,,,
0xc860b31d5fbfda7b6d6c9348c62c79ad0f24135c,203,0,203,0.00%,43.71,,,
0xdbd462e5609ec1ce35a43d458b2b2f1ea94fcf8e,203,0,203,0.00%,43.66,,,
0xbd893600e8402698692c2fd34b6d3253484f6280,202,0,202,0.00%,43.46,,,
0xc6d7a06644ae0b240481edda7c0ba2f766250c66,201,0,201,0.00%,43.28,,,
0xe7b28cc28614fdd07f3b9597a59807ae5fc74c38,200,0,200,0.00%,42.98,,,
0x3799c0d881ce67117e4cb5e51b6f06d194585c8d,200,0,200,0.00%,42.92,,,
0x6ab2d5789af8fc628b306d04505de6e5a78ba660,199,0,199,0.00%,42.68,,,
0x571c7e3587c1bdba5bafdd24c22a2f843f2fbf5e,197,0,197,0.00%,42.27,,,
0x931ef8a1a7b5ab8abffc8c8f8cb2958d152d2532,195,0,195,0.00%,41.87,,,
0x2d7eba3a5b7acc66153ce23988c718abc869a4e7,194,0,194,0.00%,41.67,,,
0xece1477d3c350a42486d2dc802f6243e99409a41,192,0,192,0.00%,41.16,,,
0xe00e509c1968b4d586102a79fabe9dcefefb07f9,191,0,191,0.00%,41.13,,,
0x284150de2abbb3e67004b2393a19285cc9a6ee1d,191,0,191,0.00%,40.94,,,
0x0019fedd2621a1f1bc2fd64d14a3d8facb1e2617,190,0,190,0.00%,40.81,,,
0x1cf1b3ee669a15577d3cc5c249fe02e62f81846c,188,0,188,0.00%,40.32,,,
0xd5c72465457ff7c8b5095b3bb72825e284f3ef85,187,0,187,0.00%,40.19,,,
0xb9b6c23f7387dfca718584e43d9c8158977b594c,186,0,186,0.00%,40.06,,,
0xeaf54574616cde96011b30212a65a317d9420605,186,0,186,0.00%,39.89,,,
0xb581662e8b0ca3ce13b4c71b924c4e66188978f5,186,0,186,0.00%,39.88,,,
0xce0e5af6e25087bc24e0755df0710f5cfa732c02,185,0,185,0.00%,39.85,,,
0xc70795d4159341d0de5c5552dc01f8b88701bff3,184,0,184,0.00%,39.61,,,
0xf727fa3e357b3c02907bade11129b40791a5f2b7,183,0,183,0.00%,39.36,,,
0x0038c9d58542a9eb58ddbb9b9454e0c39b5dfc2b,183,0,183,0.00%,39.27,,,
0x35c343ccd4ff12e9a2fe7d728b49d8c6e9180bf9,182,0,182,0.00%,39.02,,,
0x470e2c101884d0686327547a7b1b96a5c741f34e,181,0,181,0.00%,38.94,,,
0x0725560c5f320816aff5698fe3d48e64565e9cc6,181,0,181,0.00%,38.87,,,
0xd078ab3980f6d888fdf8ee3402c5dc487a417b45,181,0,181,0.00%,38.83,,,
0x77f298d0cd95ec9772ea52444c5b1f6d7aa1a7bb,180,0,180,0.00%,38.68,,,
0xa9cc7d1070fe442b996de4db235ad3b8b7e4f6a9,180,0,180,0.00%,38.67,,,
0xf9985d7695a1711a2dbb23ea14fda15d42a9ba5a,179,0,179,0.00%,38.50,,,
0xa5bc6a65d927b70a7dcd1f76233eb2c31649a9b9,178,0,178,0.00%,38.21,,,
0x7ad157e2b175e1a7e3c86a78463e8d5c601dfc32,176,0,176,0.00%,37.74,,,
0x4c74746e4a94cefc087e0189a27eac97efc89722,176,0,176,0.00%,37.72,,,
0x0ab202dead031860c0eba3c5dd6afeecd1e55374,176,0,176,0.00%,37.72,,,
0x56c7e45aa37af881f50a06a8c1d73b1d775d21e8,176,0,176,0.00%,37.71,,,
0x07a109cdbd61bf821510abf731e6a142344a462d,175,0,175,0.00%,37.65,,,
0xfe0b65c3acd3bdf1ecab242ac857f73424c55d58,175,0,175,0.00%,37.57,,,
0x1f367e135c820b3ed88c16edb30ef2d508ad1191,174,0,174,0.00%,37.46,,,
0x680c6dfed9c6e80afcec0224a27982f778614aad,173,0,173,0.00%,37.13,,,
0xe637115620d7b3b464b20b8a8f6d9cfcba486dcc,172,0,172,0.00%,36.91,,,
0x354711532a9eae3c0210a23b5564ba802c6e3e7f,172,0,172,0.00%,36.90,,,
0x23360c3992e141714cdd1ba8acfa3afb8288825d,170,0,170,0.00%,36.54,,,
0x14171deb658b676c668b19b5f3e4be1c72eb9e34,170,0,170,0.00%,36.51,,,
0x0f480869123823ac6c4dc103c49b155dd7c4d976,168,0,168,0.00%,36.06,,,
0xc27ff6ae9f20c0b90b59cb57010e4a678f59995b,167,0,167,0.00%,35.93,,,
0x4b7dad7cb62ab8f95828cddcd2bb4ae2b47eac61,165,0,165,0.00%,35.42,,,
0x9fc336a980b77866610b0c0bdf1268ae0df8b9f1,164,0,164,0.00%,35.20,,,
0x6f6b03337fe9ce59d11915ea8e1764817ce9594e,162,0,162,0.00%,34.79,,,
0x2bbca533bf97c0109d9a768992b894d13199893b,161,0,161,0.00%,34.51,,,
0xb2e8cf8cd2848d1c1eb3635987918b9e4aa531d4,159,0,159,0.00%,34.09,,,
0xe0679160dda2874d2b219871f3d106e6841be783,158,0,158,0.00%,33.86,,,
0xbf04aacd22a1aa1f6337370496f5ef5972ed71c9,157,0,157,0.00%,33.72,,,
0x486d1dbe17ddab5747536017fddc9804410f9144,157,0,157,0.00%,33.72,,,
0xd9fdfea5960b4210db3ecba4a0fb300ee69c5172,156,0,156,0.00%,33.42,,,
0xd3b92ac5208f9888bca00971a606966cb5cf7fbe,155,0,155,0.00%,33.39,,,
0xfffb43b6b6048adc32ded4fcedc429b17e7ea72d,155,0,155,0.00%,33.27,,,
0x539594df10698b2014b5ad9c668abb11682cbca7,155,0,155,0.00%,33.24,,,
0x72dd3d8fae1ce0d369d4a368b054682e923e679c,154,0,154,0.00%,33.20,,,
0x4df89d5c65d87f83e4d6f34f69160c01600f26ab,154,0,154,0.00%,33.16,,,
0x56e668e09af7f0ee7f7bd74066ad691ee71c6f0e,154,0,154,0.00%,33.15,,,
0x8a38419e4169e616785da5b5664499b46f688fd1,154,0,154,0.00%,33.13,,,
0x7e11eabc62417ae2a23b380220162b64c2d7479e,154,0,154,0.00%,32.98,,,
0xa3b926f6d2bb5507fe711847640ba2086cb11a75,153,0,153,0.00%,32.94,,,
0x5b28a173acd99f4db006db39487ab82af5ba0909,153,0,153,0.00%,32.87,,,
0xb037bb4d078d5323221736de5620bb38ac840b96,153,0,153,0.00%,32.82,,,
0xe659dc504f6ed6c5c1781795eb82a81a4ff388b7,153,0,153,0.00%,32.77,,,
0x9b43f1b47ba170f61d4d9a2833b852ade87b6c18,151,0,151,0.00%,32.50,,,
0xa25252187811834dc5c816cf50a221d0dc695631,151,0,151,0.00%,32.43,,,
0xb29bc0244b5e046b133dbc602e2c1dd41e350254,151,0,151,0.00%,32.34,,,
0x1178e259bef3d14acb41cc3f98a626e30ef34763,150,0,150,0.00%,32.32,,,
0x0f0293c3ae37df62aba68a1a3a075711a43bd79d,149,0,149,0.00%,31.95,,,
0x1c5477f14b9e68d0ab3d13a9d8ae84dcd09a0d98,148,0,148,0.00%,31.89,,,
0x6fb737d1ebb73cda6cfa36fd16d9273065d1b084,148,0,148,0.00%,31.82,,,
0x64ecc4f8ff76e58d7c2245f34d32b039ebf42bdf,148,0,148,0.00%,31.71,,,
0x173822eb12eb23130739885414480227fbd5776a,146,0,146,0.00%,31.47,,,
0x407fcb27874261279330b13dca1cae436bbd1179,146,0,146,0.00%,31.43,,,
0x13506c66882c063223ad2b9e223a0f0cb73ab6b6,146,0,146,0.00%,31.28,,,
0xb19b7ee21133082912f71a7a9b17d7db5a9b22f2,145,0,145,0.00%,31.10,,,
0x7bfadf96d112918e10314f94f6c990f150f0e0b1,144,0,144,0.00%,30.94,,,
0xb4a6b1c33bbf84b1434cc1919d69cf422008043c,144,0,144,0.00%,30.90,,,
0x84675e6633aa7300fbbbd63b78ae92cfba98d595,144,0,144,0.00%,30.86,,,
0x724eb260e4ea4cc05fde9728c1f4ea6011b2b8d1,143,0,143,0.00%,30.68,,,
0x076460a38c50fc30d8b3f55d40378bf0eba50a14,142,0,142,0.00%,30.43,,,
0xd2aeb4a9fcae61a98214c03e8b45ffdf62463325,141,0,141,0.00%,30.33,,,
0xfcb91479515eeacd9629b30dc227c9fc6ca9a576,140,0,140,0.00%,30.17,,,
0x8482ab19815160a0813796276fe6073e910d577a,139,0,139,0.00%,29.88,,,
0x3b964a558a4c42d357f1e0a876516892b1012ea0,139,0,139,0.00%,29.86,,,
0x21704f7cdbb568754385487c27cd0c87a37435c5,139,0,139,0.00%,29.81,,,
0x867cefd7f6072adc79dd92d2418ef2f56385b664,137,0,137,0.00%,29.49,,,
0xec19e4a36972652d9d4b1fa0438982d517fd5e4e,137,0,137,0.00%,29.36,,,
0xc3407670036cfc6ac1717bda174c4bd236884b63,135,0,135,0.00%,28.92,,,
0xcd8fd4ea77e22e76369ccb92948bbfc7c30e6316,135,0,135,0.00%,28.92,,,
0xf3163a4afe345532714b4c12c5b467ce791be4c3,133,0,133,0.00%,28.64,,,
0xafcf68a7e5919051b0bebda0ba9cbea1c7903b7b,132,0,132,0.00%,28.45,,,
0x5367109b8ab57a5b5fc4d3021a769bc2688ce573,131,0,131,0.00%,28.22,,,
0x3c234146b82a605d03f3c6f8b7a96d0f3cabd954,130,0,130,0.00%,27.88,,,
0x25226b30660a9eb5d6aef03c6d4c3b79aabf4acd,130,0,130,0.00%,27.85,,,
0xc227f7251119e6a5395086a6c908dd76986e81cb,129,0,129,0.00%,27.79,,,
0x7e8a967486190933bc4764242e5512ebe54ab4ab,129,0,129,0.00%,27.71,,,
0x85808af9911b875192f3f8334fed02ecae664f03,128,0,128,0.00%,27.53,,,
0x9cbc291a5cb169c1e832cdd09d6d589597eb8270,127,0,127,0.00%,27.30,,,
0x2ee5e912a5b4b5996f445b86cc161db7f536d328,127,0,127,0.00%,27.26,,,
0x2aa3d9acc0818855cf7f1567a6c235b9702246d5,127,0,127,0.00%,27.22,,,
0x6f37ad23e589b6bbc054d61aff6a95e5c3218a54,126,0,126,0.00%,27.16,,,
0x8ba1e303337aa1f08865fe46bc28efddd92ab88f,124,0,124,0.00%,26.64,,,
0x5d4a8a9acfcff707af1d3e7f29be2e4d2d7d2f8b,124,0,124,0.00%,26.64,,,
0x375f4075b253e9d024bc7ce3ebbcc8561a63355d,124,0,124,0.00%,26.62,,,
0xb702488a6c08e34c6e3274367392fc75b1321346,124,0,124,0.00%,26.60,,,
0x6f12c243cbc77585c958d35184d4383c55159014,123,0,123,0.00%,26.53,,,
0x90c290a07a52be5b6340dc971ca6c954d630bdcd,123,0,123,0.00%,26.51,,,
0x1e898b6e131ca1a7b2c34dc46573db4d39e58219,123,0,123,0.00%,26.49,,,
0xef8e4b5fb99acae5007b7f0f6658a2d519f2c7a1,123,0,123,0.00%,26.48,,,
0x9399aabcfad50b05fea06cb68bcbd4cf47ab76ef,123,0,123,0.00%,26.47,,,
0x86c7e05b935ec835610531ae5c716e081fabc828,123,0,123,0.00%,26.34,,,
0x25fd38e22ddc711b601e294783270b0766e5e65c,122,0,122,0.00%,26.24,,,
0xfff82c8b01c2bbe7288b107289a145b938c2c971,121,0,121,0.00%,26.09,,,
0xfcdd67694eaef653e403f73728ec6e5ec2af20e5,120,0,120,0.00%,25.89,,,
0x8627ac53627d03cb1eef0ca95a3f236f7470dde8,119,0,119,0.00%,25.64,,,
0x42ab9c98807eab8469b55a72786ff1d436663810,119,0,119,0.00%,25.64,,,
0x4474328904692ef81b22c7b276db02546d7f5343,118,0,118,0.00%,25.32,,,
0x81819e54706f4205ddb70d8c57b4ddad46e3484a,117,0,117,0.00%,25.22,,,
0xe15619a467ae25ad4651e2a4ba9895f4463fd3a1,116,0,116,0.00%,25.02,,,
0x1b49dd208a58861b3e2e789396cc6c8c25a182ef,116,0,116,0.00%,25.00,,,
0x003b2816d976cebbf0cadec981ff59286b6d7f2f,116,0,116,0.00%,24.89,,,
0xdb5a8796c994d435c4e181c1a6b74b606382d22b,115,0,115,0.00%,24.80,,,
0x51bec20f54c6b30327924a1f175b3af5f731fa53,115,0,115,0.00%,24.79,,,
0xb91c7800b1d270898691826366521455e266e954,114,0,114,0.00%,24.55,,,
0x917600d973bfb0ac3721601eb21e616e30a9cc78,113,0,113,0.00%,24.34,,,
0x2bcf3dc34e616f01573a4d6c55b5d3a3921f243b,113,0,113,0.00%,24.34,,,
0xbc901b8c47f51e6e33f341de53d425973df38ea8,113,0,113,0.00%,24.33,,,
0xe5268a2480c9ae2872adbe1784caa58338733a5a,113,0,113,0.00%,24.29,,,
0x8434c0750d2c5234b9f789f6feb5816646af9b1b,113,0,113,0.00%,24.24,,,
0xcc50c6f39650a19f61bbcbeff0e4ce6b57761069,111,0,111,0.00%,23.88,,,
0xd3efab4207ae67bc9b3800d58cec2707d3d39a0c,109,0,109,0.00%,23.49,,,
0x155d62d7f8435421612c036a56441ae5f8ecf0cf,109,0,109,0.00%,23.38,,,
0x54e95fdf9e0db2c51429a31baac7e475c45ddb47,108,0,108,0.00%,23.20,,,
0xaf68c4a42042210eb7579703fe7d43452a7585b6,107,0,107,0.00%,22.95,,,
0x9a85ccbd818bf53440bb5eaab217ac48743f33b5,107,0,107,0.00%,22.94,,,
0x91d7352ceae59fed76d274b06cf7687815e00334,107,0,107,0.00%,22.94,,,
0x7909acc2c9fba6cf01cba70e5f00e6b47ca68b55,106,0,106,0.00%,22.84,,,
0xcbf3fa69228be325145fab10d6a5918ba95df1f1,106,0,106,0.00%,22.73,,,
0x5435f60e625560e899f6d5829ceda7c40224de86,105,0,105,0.00%,22.67,,,
0x38430336153468dcf36af5cea7d6bc472425633a,105,0,105,0.00%,22.66,,,
0xa3283feb23e1fc3912f5c65a1e9a5449bc2e1b94,105,0,105,0.00%,22.58,,,
0x497c36d937d719b707f30df81f7d9f2f11cd5d49,105,0,105,0.00%,22.57,,,
0x9f643d416c4aea2be7f208732df14211e575d665,105,0,105,0.00%,22.56,,,
0x0d0ff4a2e7ffa14b9135c950e3e9c74226a8a88a,105,0,105,0.00%,22.56,,,
0xd485d74c0abef1a6f84012b31c4324ed835320cb,105,0,105,0.00%,22.55,,,
0x39c31a899662da8bba43862c82c8ba531dc61390,105,0,105,0.00%,22.52,,,
0xa74016d78a94b62d630d49661cd673b1d79daa9a,105,0,105,0.00%,22.50,,,
0xed07664c1943ba7a1141543297f8dc26a476768c,105,0,105,0.00%,22.50,,,
0x60f3b2ad0d0a985ed52fed091a2f5069a80d01f4,104,0,104,0.00%,22.36,,,
0x3258e2de212dd5dcba1872ee7f197785e2639206,104,0,104,0.00%,22.34,,,
0x040ca8da9f17f74da3fea1de34fa3cca19e639c8,103,0,103,0.00%,22.16,,,
0x2aa54f9c1fcf2b461347823d0b912e8548846fbb,103,0,103,0.00%,22.15,,,
0x5e7a1573620e0df38e41dd302f68d7d8e5b99bba,103,0,103,0.00%,22.15,,,
0x48229cf6df654613f7d7a3dcd1940f0fa9f4af38,103,0,103,0.00%,22.15,,,
0xd55f61bb91a10921dfb9b0754e1e9b8e3b053b80,103,0,103,0.00%,22.14,,,
0x49073609df5e5165ad3d38973c15645c0fe8ae66,103,0,103,0.00%,22.14,,,
0xd73a24627d647525794ac9217134daff7aa89f12,103,0,103,0.00%,22.13,,,
0xfa66ca06bdf988791adfbadd72e286a9552bcb74,103,0,103,0.00%,22.13,,,
0x05c446f4d6c3fb71f2f2949c92e0a5ee6e59853e,103,0,103,0.00%,22.12,,,
0x0db79f1f600d4484483be043c2633857dd5ae674,103,0,103,0.00%,22.12,,,
0xfebe85f2616fdf8ac0682dc32d673f3043c74e4b,103,0,103,0.00%,22.11,,,
0xa720ae34a450691fb29e748b07d7b4d584415c9a,103,0,103,0.00%,22.09,,,
0xb11713188ac6978eb5c2dad35c46162082bab854,103,0,103,0.00%,22.09,,,
0x73fcabab5ceda04074ff49e33b0aa0e446c456b3,103,0,103,0.00%,22.09,,,
0xad73fdceaa9a005d492377c8c8e0d6bc7a64f021,103,0,103,0.00%,22.09,,,
0x254120a778de28dcc136056ec185b38fd837bc09,103,0,103,0.00%,22.07,,,
0xdd0f8360029e90a57746f0fdc702fc5dff3a9c18,103,0,103,0.00%,22.07,,,
0xcec247899832d1da2559579f468de4c001f18d7f,103,0,103,0.00%,22.07,,,
0x834647c6b7021660c419a2b77de36483e5687f34,103,0,103,0.00%,22.05,,,
0xa2e2c0ef708ecdeebf7da840f2b38389d19803db,103,0,103,0.00%,22.03,,,
0x8f742353b3dce6fb86f504b95e9f6f9c5f4b01c6,103,0,103,0.00%,22.03,,,
0x2a42b2063b7e152d5bfcf9b945083837bc32d5f8,102,0,102,0.00%,22.02,,,
0xadb3e57dc465d3552d59cfa5d01715bc149a5759,102,0,102,0.00%,22.00,,,
0xec8e3a07d6c5c172e821588ef1749b739a06b20e,102,0,102,0.00%,21.96,,,
